file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	date4	time4	date5	time5	date6	time6	source	notes	content
"Chile_1993_Frei_07"	201	1993	"Frei"	1	"11/22/1993"	""	""	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of kids at school; images of nature; Frei's story of his life working outside of Santiago, better image of what progress means; need to decentralize government; "
"Chile_1993_Frei_08"	204	1993	"Frei"	1	"11/23/1993"	""	"11/24/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of kids coming home to freshly made bread; image of man in the countryside and his family; little girl getting ready for school and going to school; Frei's admiration of workers and living with dignity, help them get more capital; need for better quality of life and more capital; end poverty; jingle \"\"para los nuevos tiempos\"\""
"Chile_1993_Frei_09"	204	1993	"Frei"	1	"11/25/1993"	""	"11/26/1993"	""	"11/28/1993"	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"woman's testimony on better work environments for women; image of Frei with his family; Frei addressing machismo and how proud he is to have 4 daughters; Frei addressing the increase of professional and working women; women's integration are key for democracy; Frei holding puppy and images of kids running"
"Chile_1993_Frei_10"	204	1993	"Frei"	1	"11/27/1993"	""	""	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of workers and professionals, and Frei's visits to their work environments; images of factories and workers; Frei's testimony on workers and their importance space in a democracy; need for solidarity and collectivism; jingle \"\"Para los nuevos tiempos\"\"; cartoon \"\"Todos los pies son catal�ticos\"\""
"Chile_1993_Frei_11"	204	1993	"Frei"	1	"11/29/1993"	""	"11/30/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of kids at school; Frei's definition of \"\"los nuevos tiempos\"\"; importance of education, capacitation; kids and teenagers going to school; not enough kids from rural schools going to university, need for scholarships; kids singing at school; jingle \"\"Para los nuevos tiempos\"\"; cartoon \"\"planta un �rbol\"\""
"Chile_1993_Frei_12"	199	1993	"Frei"	1	"12/1/1993"	""	"12/2/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"cartoon of bird repeating \"\"no puede\"\", but man stands up and defeats it; young man getting dressed and ready; Frei's words on what will make a difference on the education and improving capacitations and technical education; images of the young man and his family celebrating his graduation; jingle \"\"Para los nuevos tiempos\"\""
"Chile_1993_Frei_13"	204	1993	"Frei"	1	"12/3/1993"	""	"12/4/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"kids playing at the beach, but then the beach is contaminated; images of construction, nature; Frei addressing the problems between protecting nature and increasing the industry, he has a solution and calls it \"\"proceso de desarrollo sustentable\"\"; jingle \"\"para los nuevos tiempos\"\""
"Chile_1993_Frei_14"	198	1993	"Frei"	1	"12/5/1993"	""	"12/6/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"Frei talking about himself and says \"\"it's not easy\"\"; images of the sea; he is a person who medidates and thinks, before taking decisions; importance of family; images of him and his family; he believes in Chile and its people; his goal is to enter the new century with a country with no misery"
"Chile_1993_Frei_15"	204	1993	"Frei"	1	"12/7/1993"	""	"12/8/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"image of Frei at the beach, people looking forward, images of kids playing and singing \"\"son los nuevos tiempos\"\"; jingle \"\"hoy creo en mi\"\"; Frei's words on historical continuity, \"\"concertaci�n\"\", will to keep growing in solidarity; jingle \"\"para los nuevos tiempos\"\""
"Chile_1999_Lagos_01"	154	1999	"Lagos"	1	"11/12/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"actress' support for Lagos; black and white pictures of actors; pregnant woman's support for Lagos; Actor mentions fear for dictatorship marked everybody, but Lagos is the response for democracy; jingle Lagos contigo "
"Chile_1999_Lagos_02"	153	1999	"Lagos"	1	"11/12/1999"	"n"	"11/22/1999"	"n"	"11/13/1999"	"d"	"11/23/1999"	"d"	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' biography; he was born under Allende; Dictatorship; No campaign and restoration of democracy; Lagos' dreams for Chile; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_03"	152	1999	"Lagos"	1	"11/13/1999"	"n"	"11/14/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"black and white pictures of Chilean actors; actress talking about the Chile she wants;actor's support for Lagos and his education and equality plan; actress' support for women's rights and Lagos' plan; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_04"	154	1999	"Lagos"	1	"11/14/1999"	"n"	"11/15/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Joaquin Lavin's clip and his support for having Pinochet's free; jingle \"\"Lagos contigo\"\"; clip on UFO experts saying other polticians must be from another planet, promising things they can't accomplish; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_05"	149	1999	"Lagos"	1	"11/15/1999"	"n"	"11/16/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos shaking the hand of a rural woman; rural kids choir; indigenous groups (Mapuche) asking questions to Lagos; farmers' support for Lagos; Neruda quote; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_06"	138	1999	"Lagos"	1	"11/16/1999"	"n"	"11/17/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"balance with Lagos on one side and farmers' production on the other; rural women's testimonies; Lagos' promise to take care of all; Mistral quote; people's support for Lagos; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_07"	154	1999	"Lagos"	1	"11/17/1999"	"n"	"11/18/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Joaquin Lavin and his support for Pinochet; Lagos shaking the hand of a rural woman; youth's support for Lagos; Lagos ackowledgement of the youth; cardboard pickers' support for Lagos; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_08"	152	1999	"Lagos"	1	"11/18/1999"	"n"	"11/19/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos shaking the hand of a rural woman; Lagos' testimony as a minister; M�ximo Pacheco's support for Lagos; Lagos' promise to help Chile keep growing; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_09"	152	1999	"Lagos"	1	"11/19/1999"	"n"	"11/20/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos shaking the hand of a rural woman; rural kids choir; Dem�cratas Cristianos' support for Lagos; mothers of the disappeared's support for Lagos;Lagos' promise for equality and justice; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_10"	155	1999	"Lagos"	1	"11/20/1999"	"n"	"11/21/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos shaking the hand of a rural woman; progress under Concertaci�n; woman's testimony on the crisis; Lagos promise of an unmeployment insurance for all; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_11"	149	1999	"Lagos"	1	"11/21/1999"	"n"	"12/2/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Joaquin Lavin's clip and his support for having Pinochet's free; (politician) colleague's support for Lagos; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_12"	149	1999	"Lagos"	1	"11/23/1999"	"n"	"11/24/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Joaquin Lavin and his support for Pinochet; Lagos shaking the hand of a rural woman; woman's testimony on the crisis; Lagos promise of an unmeployment insurance for all; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_13"	153	1999	"Lagos"	1	"11/24/1999"	"n"	"12/1/1999"	"n"	"11/25/1999"	"d"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' introduces some rough images of poverty; house extremely crowded, family struggling to take care of the many kids; Lagos' and his promise of housing projects with better services; family's support for Lagos "
"Chile_1999_Lagos_14"	148	1999	"Lagos"	1	"11/25/1999"	"n"	"11/30/1999"	"n"	"12/5/1999"	"d"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"jingle \"\"Lagos contigo\"\"; Lagos' testimony as a minister; Lagos' continuation as a president and his vision of progress; jingle \"\"Lagos contigo\"\"; marca el 5"
"Chile_1999_Lagos_15"	148	1999	"Lagos"	1	"11/26/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Coca Guasini's support for Lagos; Lagos' on women's rights and equality; jingle \"\"Lagos contigo\"\"; "
"Chile_1999_Lagos_16"	154	1999	"Lagos"	1	"11/26/1999"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Pinochet's support for Joaquin Lavin; jingle \"\"Lagos contigo\"\"; mothers of the disappeared's support for Lagos; Lagos' promise for equality and justice; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_17"	154	1999	"Lagos"	1	"11/27/1999"	"d"	"11/27/1999"	"n"	"12/3/1999"	"d"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Wife's support for Lagos bc it's also her project; images of the family, Lagos as a grandfather; Lagos supports his wife; jinge \"\"Lagos contigo\"\""
"Chile_1999_Lagos_18"	154	1999	"Lagos"	1	"11/28/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Pinochet's support for Joaquin Lavin; jingle \"\"Lagos contigo\"\"; Aymara community's support for Lagos; Lagos' promise for equality and better education for all, access to university; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_19"	146	1999	"Lagos"	1	"11/28/1999"	"n"	"11/29/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Pinochet's support for Joaquin Lavin; jingle \"\"Lagos contigo\"\"; Andr�s Aylwin's support for Lagos; Miguel Bos�'s support for Lagos; Antonio Skarmeta's support; Isabel Allende's support; Francisco Reyes' support; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_20"	152	1999	"Lagos"	1	"11/29/1999"	"n"	"11/30/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' words on drugs; mother's testimony about her son and his problems with drugs; youngman's testimony on his struggle with drugs; Lagos' promise to provide better services to help drug addicts, and more programs for the youth to prevent drug problems"
"Chile_1999_Lagos_21"	154	1999	"Lagos"	1	"12/1/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' wife talking about family and security; Lagos' mother has a tough life bc she became a wiidow when her son was young; Lagos' dream to be orchestra director; mining workers' kids and their youth orchestra; Lagos' daugther; jingle \"\"Lagos contigo\"\" "
"Chile_1999_Lagos_22"	154	1999	"Lagos"	1	"12/2/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"black and white pictures of Chilean actors; actress talking about the Chile she wants; Lagos' testimony on women's rights as mothers and professionals; jingle \"\"Lagos contigo\"\";\"\"marca el 5\"\""
"Chile_1999_Lagos_23"	154	1999	"Lagos"	1	"12/3/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"black and white picture of Chilean actors; actress's support for Lagos; pregnant woman talking about equality; theater actress' support for Lagos; comedian's support for Lagos; \"\"marca el 5\"\""
"Chile_1999_Lagos_24"	144	1999	"Lagos"	1	"12/4/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"jingle \"\"Lagos contigo\"\"; testimony by Andr�s Aylwin; Miguel Bos�'s support for Lagos; Angel Parra's support for Lagos; Antonio Skarmeta's support for Lagos; Isabel Allende's support for Lagos; Francisco Reyes' support for Lagos; jingle \"\"Lagos contigo\"\""
"Chile_1999_Lagos_25"	154	1999	"Lagos"	1	"12/4/1999"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' wife talking about Lagos' mother; Lagos' mother has a tough life bc she became a wiidow when her son was young; Lagos' dream to be orchestra director; mining workers' kids and their youth orchestra; Lagos' daughter testimony; wife's support for Lagos; jingle \"\"Lagos contigo\"\"; marca el 5"
"Chile_1999_Lagos_26"	150	1999	"Lagos"	1	"12/5/1999"	"n"	"12/6/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"jingle \"\"Lagos contigo\"\"; Ren� Orozco's support; Andr�s Zaldivar's support; Carlos Montes' support; Carmen Frei's support; jingle \"\"Lagos cotnigo\"\"; marga el 5; Santiago elige la igualdad"
"Chile_1999_Lagos_27"	153	1999	"Lagos"	1	"12/6/1999"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' words on education, support for women and equality; jingle \"\"Lagos contigo\"\"; marca el 5; Santiago elige la igualdad"
"Chile_1999_Lagos_28"	154	1999	"Lagos"	1	"12/7/1999"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' wife talking about Lagos' mother; Lagos' mother has a tough life bc she became a wiidow when her son was young; Lagos' dream to be orchestra director; mining workers' kids and their youth orchestra; Lagos' daughter testimony; wife's support for Lagos; jingle \"\"Lagos contigo\"\"; marca el 5; Santiago elige la igualdad"
"Chile_1999_Lagos_29"	153	1999	"Lagos"	1	"12/7/1999"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' words on Chile's growth, better economy, more jobs; Foreign and public investment; more equality in the job environment; jingle \"\"Lagos contigo\"\"; marca el 5; Santiago elige la igualdad"
"Chile_1999_Lagos_30"	155	1999	"Lagos"	1	"12/8/1999"	"d"	"12/9/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' words on his dreams for Chile; equality for all; vote on December 12; music video \"\"Lagos contigo\"\" with images of people all around Chile"
